time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20201111:2049,0.0,0.0,0.0,0.0,17.17,2.34,0.0
20201111:2149,0.0,0.0,0.0,0.0,16.42,2.28,0.0
20201111:2249,0.0,0.0,0.0,0.0,15.87,2.21,0.0
20201111:2349,0.0,0.0,0.0,0.0,15.43,2.28,0.0
20201112:0049,0.0,0.0,0.0,0.0,15.1,2.28,0.0
20201112:0149,0.0,0.0,0.0,0.0,14.84,2.41,0.0
20201112:0249,0.0,9.41,0.12,4.88,14.97,2.55,0.0
20201112:0349,2.07,105.79,1.31,16.67,18.3,2.97,0.0
20201112:0449,191.19,265.62,4.17,27.35,20.71,4.28,0.0
20201112:0549,474.84,285.06,6.49,36.23,22.15,4.83,0.0
20201112:0649,548.19,289.55,7.44,42.28,23.46,5.45,0.0
20201112:0749,572.26,268.26,7.69,44.33,24.4,5.79,0.0
20201112:0849,608.16,196.81,7.44,41.88,25.04,5.93,0.0
20201112:0949,498.86,154.5,6.17,35.53,25.31,6.14,0.0
20201112:1049,314.46,118.69,4.2,26.44,25.11,5.93,0.0
20201112:1149,124.29,68.05,1.92,15.63,24.56,5.38,0.0
20201112:1249,0.0,0.0,0.0,0.0,23.69,4.21,0.0
20201112:1349,0.0,0.0,0.0,0.0,22.83,2.97,0.0
20201112:1449,0.0,0.0,0.0,0.0,22.21,2.55,0.0
20201112:1549,0.0,0.0,0.0,0.0,21.54,2.34,0.0
20201112:1649,0.0,0.0,0.0,0.0,20.76,2.07,0.0
20201112:1749,0.0,0.0,0.0,0.0,19.53,1.59,0.0
20201112:1849,0.0,0.0,0.0,0.0,19.12,1.31,0.0
20201112:1949,0.0,0.0,0.0,0.0,18.59,1.17,0.0
20201112:2049,0.0,0.0,0.0,0.0,17.02,1.52,0.0
20201112:2149,0.0,0.0,0.0,0.0,16.07,1.59,0.0
20201112:2249,0.0,0.0,0.0,0.0,15.24,1.66,0.0
20201112:2349,0.0,0.0,0.0,0.0,14.51,1.79,0.0
20201113:0049,0.0,0.0,0.0,0.0,13.93,1.86,0.0
20201113:0149,0.0,0.0,0.0,0.0,13.48,1.79,0.0
20201113:0249,0.0,8.47,0.1,4.7,13.5,1.66,0.0
20201113:0349,193.85,187.37,2.85,16.47,16.69,1.17,0.0
20201113:0449,315.89,259.71,4.74,27.13,19.27,0.55,0.0
20201113:0549,430.29,296.68,6.29,35.99,21.58,2.55,0.0
20201113:0649,228.74,355.49,5.87,42.01,23.2,3.66,0.0
20201113:0749,521.85,287.45,7.46,44.06,24.3,4.83,0.0
20201113:0849,90.89,313.34,4.55,41.63,24.92,5.72,0.0
20201113:0949,11.41,208.18,2.66,35.32,24.68,5.93,0.0
20201113:1049,201.13,161.17,3.66,26.28,24.45,5.72,0.0
20201113:1149,122.82,68.15,1.9,15.5,23.79,5.31,0.0
20201113:1249,0.0,0.0,0.0,0.0,22.94,4.21,0.0
20201113:1349,0.0,0.0,0.0,0.0,22.27,2.97,0.0
20201113:1449,0.0,0.0,0.0,0.0,21.56,2.55,0.0
20201113:1549,0.0,0.0,0.0,0.0,21.06,3.1,0.0
20201113:1649,0.0,0.0,0.0,0.0,20.46,3.86,0.0
20201113:1749,0.0,0.0,0.0,0.0,19.62,3.72,0.0
20201113:1849,0.0,0.0,0.0,0.0,18.68,2.97,0.0
20201113:1949,0.0,0.0,0.0,0.0,17.89,2.48,0.0
20201113:2049,0.0,0.0,0.0,0.0,17.12,2.21,0.0
20201113:2149,0.0,0.0,0.0,0.0,16.45,1.59,0.0
20201113:2249,0.0,0.0,0.0,0.0,15.78,0.9,0.0
20201113:2349,0.0,0.0,0.0,0.0,15.09,2.28,0.0
20201114:0049,0.0,0.0,0.0,0.0,14.22,3.17,0.0
20201114:0149,0.0,0.0,0.0,0.0,13.42,4.14,0.0
20201114:0249,14.36,47.16,0.58,4.53,12.42,4.69,0.0
20201114:0349,0.0,25.42,0.31,16.28,12.12,5.31,0.0
20201114:0449,0.0,133.69,1.65,26.91,11.96,6.76,0.0
20201114:0549,46.66,281.34,3.74,35.74,12.11,7.45,0.0
20201114:0649,0.0,163.82,2.02,41.74,12.18,7.72,0.0
20201114:0749,10.77,265.74,3.36,43.8,12.35,7.93,0.0
20201114:0849,204.54,322.28,5.5,41.4,13.01,8.34,0.0
20201114:0949,76.37,257.1,3.77,35.12,12.99,8.21,0.0
20201114:1049,50.22,175.31,2.57,26.12,13.25,8.21,0.0
20201114:1149,3.79,65.2,0.84,15.38,13.35,7.79,0.0
20201114:1249,0.0,0.0,0.0,0.0,12.51,7.1,0.0
20201114:1349,0.0,0.0,0.0,0.0,11.87,6.62,0.0
20201114:1449,0.0,0.0,0.0,0.0,11.58,6.21,0.0
20201114:1549,0.0,0.0,0.0,0.0,11.14,6.34,0.0
20201114:1649,0.0,0.0,0.0,0.0,10.72,6.48,0.0
20201114:1749,0.0,0.0,0.0,0.0,10.32,6.69,0.0
20201114:1849,0.0,0.0,0.0,0.0,9.94,5.86,0.0
20201114:1949,0.0,0.0,0.0,0.0,9.73,5.72,0.0
20201114:2049,0.0,0.0,0.0,0.0,9.39,5.72,0.0
20201114:2149,0.0,0.0,0.0,0.0,9.1,6.34,0.0
20201114:2249,0.0,0.0,0.0,0.0,8.74,6.28,0.0
20201114:2349,0.0,0.0,0.0,0.0,8.48,6.21,0.0
20201115:0049,0.0,0.0,0.0,0.0,8.09,5.86,0.0
20201115:0149,0.0,0.0,0.0,0.0,7.68,5.66,0.0
20201115:0249,114.08,83.26,0.94,4.35,7.45,4.69,0.0
20201115:0349,460.47,159.31,3.65,16.09,8.55,5.93,0.0
20201115:0449,646.96,175.28,5.87,26.69,10.35,6.97,0.0
20201115:0549,785.88,177.56,7.58,35.5,12.25,7.17,0.0
20201115:0649,829.46,181.65,8.48,41.48,13.78,7.17,0.0
20201115:0749,804.78,176.4,8.59,43.54,14.95,6.69,0.0
20201115:0849,713.73,160.5,7.91,41.16,15.78,6.21,0.0
20201115:0949,532.78,149.05,6.35,34.93,16.19,5.79,0.0
20201115:1049,320.47,122.05,4.23,25.97,16.17,5.38,0.0
20201115:1149,109.54,71.89,1.8,15.26,15.53,5.03,0.0
20201115:1249,0.0,0.0,0.0,0.0,14.25,4.41,0.0
20201115:1349,0.0,0.0,0.0,0.0,13.05,3.38,0.0
20201115:1449,0.0,0.0,0.0,0.0,12.08,2.76,0.0
20201115:1549,0.0,0.0,0.0,0.0,11.28,2.41,0.0
20201115:1649,0.0,0.0,0.0,0.0,10.51,2.34,0.0
20201115:1749,0.0,0.0,0.0,0.0,9.8,2.34,0.0
20201115:1849,0.0,0.0,0.0,0.0,9.36,2.34,0.0
20201115:1949,0.0,0.0,0.0,0.0,8.69,2.34,0.0
20201115:2049,0.0,0.0,0.0,0.0,8.09,2.28,0.0
20201115:2149,0.0,0.0,0.0,0.0,7.58,2.28,0.0
20201115:2249,0.0,0.0,0.0,0.0,7.13,2.28,0.0
20201115:2349,0.0,0.0,0.0,0.0,6.76,2.21,0.0
20201116:0049,0.0,0.0,0.0,0.0,6.44,2.14,0.0
20201116:0149,0.0,0.0,0.0,0.0,6.21,2.14,0.0
20201116:0249,128.64,84.16,0.94,4.18,6.38,2.07,0.0
20201116:0349,445.36,158.34,3.55,15.89,9.92,1.93,0.0
20201116:0449,630.0,176.02,5.74,26.48,13.58,1.86,0.0
20201116:0549,767.75,178.4,7.43,35.26,15.77,1.45,0.0
20201116:0649,812.43,181.28,8.31,41.22,16.75,2.97,0.0
20201116:0749,788.4,176.1,8.43,43.28,17.9,2.97,0.0
20201116:0849,697.74,161.42,7.76,40.94,18.68,2.76,0.0
20201116:0949,533.51,144.79,6.29,34.75,19.11,2.69,0.0
20201116:1049,324.57,116.98,4.2,25.82,19.15,2.83,0.0
20201116:1149,118.12,68.38,1.83,15.14,18.6,3.1,0.0
20201116:1249,0.0,0.0,0.0,0.0,17.36,3.38,0.0
20201116:1349,0.0,0.0,0.0,0.0,16.01,2.9,0.0
20201116:1449,0.0,0.0,0.0,0.0,14.86,2.48,0.0
20201116:1549,0.0,0.0,0.0,0.0,13.81,2.41,0.0
20201116:1649,0.0,0.0,0.0,0.0,12.88,2.62,0.0
20201116:1749,0.0,0.0,0.0,0.0,12.05,2.76,0.0
20201116:1849,0.0,0.0,0.0,0.0,11.26,2.9,0.0
20201116:1949,0.0,0.0,0.0,0.0,10.61,2.76,0.0
20201116:2049,0.0,0.0,0.0,0.0,9.97,2.55,0.0
20201116:2149,0.0,0.0,0.0,0.0,9.37,2.34,0.0
20201116:2249,0.0,0.0,0.0,0.0,8.82,2.14,0.0
20201116:2349,0.0,0.0,0.0,0.0,8.33,2.0,0.0
20201117:0049,0.0,0.0,0.0,0.0,8.03,1.93,0.0
20201117:0149,0.0,0.0,0.0,0.0,7.99,1.79,0.0
20201117:0249,58.81,64.84,0.76,4.01,8.34,1.59,0.0
20201117:0349,367.29,175.46,3.31,15.7,11.96,1.17,0.0
20201117:0449,576.98,193.02,5.53,26.26,15.82,0.41,0.0
20201117:0549,741.83,186.71,7.29,35.02,17.76,0.97,0.0
20201117:0649,785.28,191.81,8.17,40.97,19.24,0.55,0.0
20201117:0749,762.37,186.37,8.29,43.04,20.57,1.24,0.0
20201117:0849,676.34,169.21,7.63,40.72,21.51,1.93,0.0
20201117:0949,517.47,149.01,6.17,34.57,22.01,2.48,0.0
20201117:1049,318.48,118.05,4.14,25.68,22.01,2.69,0.0
20201117:1149,113.87,68.28,1.78,15.03,21.56,2.55,0.0
20201117:1249,0.0,0.0,0.0,0.0,20.66,2.21,0.0
20201117:1349,0.0,0.0,0.0,0.0,19.49,1.31,0.0
20201117:1449,0.0,0.0,0.0,0.0,18.59,0.76,0.0
20201117:1549,0.0,0.0,0.0,0.0,17.79,0.34,0.0
20201117:1649,0.0,0.0,0.0,0.0,16.29,1.1,0.0
20201117:1749,0.0,0.0,0.0,0.0,14.89,1.66,0.0
20201117:1849,0.0,0.0,0.0,0.0,14.54,1.31,0.0
20201117:1949,0.0,0.0,0.0,0.0,13.71,1.38,0.0
20201117:2049,0.0,0.0,0.0,0.0,13.26,1.24,0.0
20201117:2149,0.0,0.0,0.0,0.0,13.09,1.17,0.0
20201117:2249,0.0,0.0,0.0,0.0,12.9,1.1,0.0
20201117:2349,0.0,0.0,0.0,0.0,13.08,1.03,0.0
20201118:0049,0.0,0.0,0.0,0.0,13.57,0.97,0.0
20201118:0149,0.0,0.0,0.0,0.0,14.0,0.9,0.0
20201118:0249,0.0,7.53,0.09,3.84,14.21,0.9,0.0
20201118:0349,207.12,184.38,2.78,15.51,15.49,0.76,0.0
20201118:0449,475.33,223.0,5.17,26.05,17.29,1.52,0.0
20201118:0549,571.92,252.1,6.69,34.79,18.52,2.14,0.0
20201118:0649,385.38,333.86,6.63,40.72,19.45,2.34,0.0
20201118:0749,526.19,285.71,7.38,42.79,20.29,3.38,0.0
20201118:0849,165.01,321.37,5.16,40.5,20.59,4.21,0.0
20201118:0949,487.06,160.48,6.01,34.39,20.19,4.83,0.0
20201118:1049,322.54,116.28,4.14,25.54,19.53,5.79,0.0
20201118:1149,117.35,66.53,1.78,14.93,18.18,6.48,0.0
20201118:1249,0.0,0.0,0.0,0.0,16.68,6.34,0.0
20201118:1349,0.0,0.0,0.0,0.0,15.54,5.86,0.0
20201118:1449,0.0,0.0,0.0,0.0,14.67,5.79,0.0
20201118:1549,0.0,0.0,0.0,0.0,13.77,6.21,0.0
20201118:1649,0.0,0.0,0.0,0.0,12.71,6.55,0.0
20201118:1749,0.0,0.0,0.0,0.0,11.7,6.21,0.0
20201118:1849,0.0,0.0,0.0,0.0,11.13,5.03,0.0
20201118:1949,0.0,0.0,0.0,0.0,10.53,4.83,0.0
20201118:2049,0.0,0.0,0.0,0.0,10.4,4.76,0.0
20201118:2149,0.0,0.0,0.0,0.0,10.19,4.34,0.0
20201118:2249,0.0,0.0,0.0,0.0,10.08,4.28,0.0
20201118:2349,0.0,0.0,0.0,0.0,10.17,4.28,0.0
20201119:0049,0.0,0.0,0.0,0.0,10.22,4.34,0.0
20201119:0149,0.0,0.0,0.0,0.0,10.15,4.28,0.0
20201119:0249,0.0,7.53,0.09,3.66,10.01,4.07,0.0
20201119:0349,132.0,175.45,2.45,15.32,11.04,5.03,0.0
20201119:0449,434.68,232.72,5.01,25.84,12.32,5.66,0.0
20201119:0549,572.59,251.56,6.66,34.55,13.78,6.62,0.0
20201119:0649,736.07,210.12,7.92,40.48,15.93,7.03,0.0
20201119:0749,742.5,191.11,8.13,42.56,16.78,6.9,0.0
20201119:0849,678.03,166.42,7.57,40.3,16.99,6.69,0.0
20201119:0949,504.36,152.47,6.06,34.22,17.3,6.62,0.0
20201119:1049,318.88,117.46,4.1,25.41,17.21,6.41,0.0
20201119:1149,119.55,65.75,1.78,14.83,16.73,6.28,0.0
20201119:1249,0.0,0.0,0.0,0.0,15.75,5.59,0.0
20201119:1349,0.0,0.0,0.0,0.0,14.87,5.1,0.0
20201119:1449,0.0,0.0,0.0,0.0,14.28,4.83,0.0
20201119:1549,0.0,0.0,0.0,0.0,13.52,4.62,0.0
20201119:1649,0.0,0.0,0.0,0.0,12.81,4.34,0.0
20201119:1749,0.0,0.0,0.0,0.0,12.01,4.28,0.0
20201119:1849,0.0,0.0,0.0,0.0,11.49,3.79,0.0
20201119:1949,0.0,0.0,0.0,0.0,10.74,3.31,0.0
20201119:2049,0.0,0.0,0.0,0.0,10.09,3.03,0.0
20201119:2149,0.0,0.0,0.0,0.0,9.54,2.9,0.0
20201119:2249,0.0,0.0,0.0,0.0,9.06,2.83,0.0
20201119:2349,0.0,0.0,0.0,0.0,8.64,2.76,0.0
20201120:0049,0.0,0.0,0.0,0.0,8.29,2.76,0.0
20201120:0149,0.0,0.0,0.0,0.0,7.95,2.62,0.0
20201120:0249,0.0,22.6,0.28,3.49,7.93,2.55,0.0
20201120:0349,268.64,184.14,2.94,15.13,10.77,2.62,0.0
20201120:0449,525.36,209.18,5.29,25.63,13.65,2.9,0.0
20201120:0549,705.76,201.93,7.09,34.33,15.86,2.83,0.0
20201120:0649,772.93,196.38,8.05,40.24,17.48,3.03,0.0
20201120:0749,774.93,180.8,8.27,42.33,18.69,2.76,0.0
20201120:0849,686.78,165.95,7.62,40.09,19.6,2.97,0.0
20201120:0949,519.15,148.86,6.13,34.06,20.08,3.31,0.0
20201120:1049,324.2,116.87,4.13,25.29,20.1,3.72,0.0
20201120:1149,120.43,65.94,1.78,14.73,19.53,4.34,0.0
20201120:1249,0.0,0.0,0.0,0.0,18.21,4.21,0.0
20201120:1349,0.0,0.0,0.0,0.0,16.83,4.07,0.0
20201120:1449,0.0,0.0,0.0,0.0,15.65,3.59,0.0
20201120:1549,0.0,0.0,0.0,0.0,14.58,2.9,0.0
20201120:1649,0.0,0.0,0.0,0.0,13.59,2.76,0.0
20201120:1749,0.0,0.0,0.0,0.0,12.73,2.69,0.0
20201120:1849,0.0,0.0,0.0,0.0,12.03,2.76,0.0
20201120:1949,0.0,0.0,0.0,0.0,11.24,2.62,0.0
20201120:2049,0.0,0.0,0.0,0.0,10.49,2.41,0.0
20201120:2149,0.0,0.0,0.0,0.0,9.8,2.28,0.0
20201120:2249,0.0,0.0,0.0,0.0,9.15,2.0,0.0
20201120:2349,0.0,0.0,0.0,0.0,9.09,1.72,0.0
20201121:0049,0.0,0.0,0.0,0.0,8.97,1.59,0.0
20201121:0149,0.0,0.0,0.0,0.0,8.94,1.52,0.0
20201121:0249,63.41,60.27,0.69,3.32,10.68,1.24,0.0
20201121:0349,354.0,176.23,3.16,14.94,14.2,0.76,0.0
20201121:0449,597.77,184.03,5.48,25.43,17.2,2.21,0.0
20201121:0549,751.73,182.92,7.22,34.1,18.84,3.24,0.0
20201121:0649,797.02,186.67,8.12,40.01,19.99,3.52,0.0
20201121:0749,764.87,184.43,8.2,42.1,20.93,3.93,0.0
20201121:0849,687.55,165.13,7.59,39.9,21.5,4.28,0.0
20201121:0949,548.36,137.62,6.24,33.9,21.69,4.41,0.0
20201121:1049,1.3,117.78,1.47,25.17,21.44,4.55,0.0
20201121:1149,1.33,53.74,0.67,14.65,20.77,4.48,0.0
20201121:1249,0.0,0.0,0.0,0.0,19.62,3.86,0.0
20201121:1349,0.0,0.0,0.0,0.0,18.52,3.03,0.0
20201121:1449,0.0,0.0,0.0,0.0,17.62,2.48,0.0
20201121:1549,0.0,0.0,0.0,0.0,16.69,2.41,0.0
20201121:1649,0.0,0.0,0.0,0.0,15.84,2.48,0.0
20201121:1749,0.0,0.0,0.0,0.0,15.26,2.76,0.0
20201121:1849,0.0,0.0,0.0,0.0,15.1,3.24,0.0
20201121:1949,0.0,0.0,0.0,0.0,14.74,3.52,0.0
20201121:2049,0.0,0.0,0.0,0.0,14.28,3.59,0.0
20201121:2149,0.0,0.0,0.0,0.0,13.81,3.59,0.0
20201121:2249,0.0,0.0,0.0,0.0,13.24,3.38,0.0
20201121:2349,0.0,0.0,0.0,0.0,12.72,3.24,0.0
20201122:0049,0.0,0.0,0.0,0.0,12.19,3.17,0.0
20201122:0149,0.0,0.0,0.0,0.0,11.79,3.24,0.0
20201122:0249,0.0,19.77,0.24,3.15,11.62,3.24,0.0
20201122:0349,11.31,112.48,1.42,14.76,13.82,3.59,0.0
20201122:0449,280.27,253.39,4.35,25.22,15.93,5.03,0.0
20201122:0549,593.07,239.04,6.62,33.88,17.4,5.59,0.0
20201122:0649,725.79,209.67,7.77,39.78,18.55,6.28,0.0
20201122:0749,705.03,204.95,7.9,41.88,19.82,6.34,0.0
20201122:0849,605.42,195.85,7.2,39.71,20.79,6.41,0.0
20201122:0949,505.67,149.95,5.99,33.75,21.41,6.41,0.0
20201122:1049,323.13,113.91,4.06,25.05,21.59,6.34,0.0
20201122:1149,123.49,64.27,1.77,14.56,21.27,6.14,0.0
20201122:1249,0.0,0.0,0.0,0.0,20.4,5.24,0.0
20201122:1349,0.0,0.0,0.0,0.0,19.56,4.48,0.0
20201122:1449,0.0,0.0,0.0,0.0,18.91,4.07,0.0
20201122:1549,0.0,0.0,0.0,0.0,18.12,3.93,0.0
20201122:1649,0.0,0.0,0.0,0.0,17.09,3.45,0.0
20201122:1749,0.0,0.0,0.0,0.0,16.09,2.62,0.0
20201122:1849,0.0,0.0,0.0,0.0,15.22,1.93,0.0
20201122:1949,0.0,0.0,0.0,0.0,14.85,3.24,0.0
20201122:2049,0.0,0.0,0.0,0.0,14.38,5.17,0.0
20201122:2149,0.0,0.0,0.0,0.0,12.97,6.0,0.0
20201122:2249,0.0,0.0,0.0,0.0,11.58,5.79,0.0
20201122:2349,0.0,0.0,0.0,0.0,10.64,5.45,0.0
20201123:0049,0.0,0.0,0.0,0.0,9.98,5.03,0.0
20201123:0149,0.0,0.0,0.0,0.0,9.54,4.55,0.0
20201123:0249,0.0,6.59,0.08,2.98,9.29,4.28,0.0
20201123:0349,0.0,22.6,0.28,14.58,10.01,4.69,0.0
20201123:0449,0.0,65.9,0.81,25.02,10.75,5.1,0.0
20201123:0549,0.0,141.22,1.74,33.67,11.79,5.03,0.0
20201123:0649,23.2,271.45,3.5,39.56,12.97,5.03,0.0
20201123:0749,27.67,284.05,3.7,41.67,14.35,5.24,0.0
20201123:0849,34.85,272.49,3.62,39.53,15.85,4.97,0.0
20201123:0949,228.7,244.99,4.74,33.61,16.36,4.48,0.0
20201123:1049,295.71,121.55,3.9,24.95,16.21,4.14,0.0
20201123:1149,25.68,74.63,1.12,14.49,16.02,4.0,0.0
20201123:1249,0.0,0.0,0.0,0.0,15.41,3.52,0.0
20201123:1349,0.0,0.0,0.0,0.0,14.84,3.1,0.0
20201123:1449,0.0,0.0,0.0,0.0,14.15,3.31,0.0
20201123:1549,0.0,0.0,0.0,0.0,13.72,3.45,0.0
20201123:1649,0.0,0.0,0.0,0.0,12.99,3.52,0.0
20201123:1749,0.0,0.0,0.0,0.0,12.17,3.59,0.0
20201123:1849,0.0,0.0,0.0,0.0,11.6,3.52,0.0
20201123:1949,0.0,0.0,0.0,0.0,11.0,3.38,0.0
20201123:2049,0.0,0.0,0.0,0.0,10.37,3.31,0.0
20201123:2149,0.0,0.0,0.0,0.0,9.91,3.38,0.0
20201123:2249,0.0,0.0,0.0,0.0,9.56,3.59,0.0
20201123:2349,0.0,0.0,0.0,0.0,9.22,3.72,0.0
20201124:0049,0.0,0.0,0.0,0.0,8.96,3.86,0.0
20201124:0149,0.0,0.0,0.0,0.0,8.91,3.93,0.0
20201124:0249,0.0,6.59,0.08,2.82,8.92,4.07,0.0
20201124:0349,11.51,112.61,1.42,14.39,9.6,5.17,0.0
20201124:0449,371.57,239.77,4.64,24.82,10.48,5.86,0.0
20201124:0549,561.44,248.48,6.45,33.46,11.39,6.9,0.0
20201124:0649,562.96,276.22,7.17,39.34,12.3,7.17,0.0
20201124:0749,609.16,247.5,7.52,41.46,12.95,7.38,0.0
20201124:0849,629.11,183.62,7.23,39.35,13.68,7.38,0.0
20201124:0949,490.52,155.53,5.88,33.47,14.28,7.38,0.0
20201124:1049,336.34,109.37,4.09,24.84,14.2,7.24,0.0
20201124:1149,123.8,63.46,1.74,14.41,14.2,7.17,0.0
20201124:1249,0.0,0.0,0.0,0.0,13.41,6.48,0.0
20201124:1349,0.0,0.0,0.0,0.0,12.68,6.21,0.0
20201124:1449,0.0,0.0,0.0,0.0,12.13,6.07,0.0
20201124:1549,0.0,0.0,0.0,0.0,11.5,6.0,0.0
20201124:1649,0.0,0.0,0.0,0.0,10.9,5.86,0.0
20201124:1749,0.0,0.0,0.0,0.0,10.23,5.66,0.0
20201124:1849,0.0,0.0,0.0,0.0,9.88,5.03,0.0
20201124:1949,0.0,0.0,0.0,0.0,9.4,4.76,0.0
20201124:2049,0.0,0.0,0.0,0.0,9.06,4.48,0.0
20201124:2149,0.0,0.0,0.0,0.0,8.73,4.34,0.0
20201124:2249,0.0,0.0,0.0,0.0,8.53,4.14,0.0
20201124:2349,0.0,0.0,0.0,0.0,8.25,4.0,0.0
20201125:0049,0.0,0.0,0.0,0.0,7.97,3.86,0.0
20201125:0149,0.0,0.0,0.0,0.0,7.73,3.66,0.0
20201125:0249,62.39,53.07,0.59,2.65,7.64,3.59,0.0
20201125:0349,388.09,171.56,3.15,14.21,9.4,3.93,0.0
20201125:0449,634.79,174.5,5.51,24.63,11.56,5.38,0.0
20201125:0549,762.77,181.77,7.19,33.25,13.36,6.34,0.0
20201125:0649,819.97,181.91,8.15,39.13,14.58,6.69,0.0
20201125:0749,788.94,179.65,8.26,41.26,15.49,6.62,0.0
20201125:0849,700.97,164.6,7.62,39.18,16.09,6.48,0.0
20201125:0949,506.61,159.0,6.03,33.34,16.3,6.28,0.0
20201125:1049,320.54,120.08,4.06,24.75,16.16,5.93,0.0
20201125:1149,113.64,67.2,1.7,14.35,15.52,5.52,0.0
20201125:1249,0.0,0.0,0.0,0.0,14.37,4.34,0.0
20201125:1349,0.0,0.0,0.0,0.0,13.24,3.86,0.0
20201125:1449,0.0,0.0,0.0,0.0,12.29,3.1,0.0
20201125:1549,0.0,0.0,0.0,0.0,11.27,2.48,0.0
20201125:1649,0.0,0.0,0.0,0.0,10.16,2.21,0.0
20201125:1749,0.0,0.0,0.0,0.0,8.93,1.93,0.0
20201125:1849,0.0,0.0,0.0,0.0,8.11,1.79,0.0
20201125:1949,0.0,0.0,0.0,0.0,7.58,1.72,0.0
20201125:2049,0.0,0.0,0.0,0.0,7.2,1.79,0.0
20201125:2149,0.0,0.0,0.0,0.0,7.03,1.72,0.0
20201125:2249,0.0,0.0,0.0,0.0,7.08,1.66,0.0
20201125:2349,0.0,0.0,0.0,0.0,7.55,1.52,0.0
20201126:0049,0.0,0.0,0.0,0.0,9.57,1.24,0.0
20201126:0149,0.0,0.0,0.0,0.0,10.01,1.52,0.0
20201126:0249,215.12,81.92,0.79,2.49,9.82,1.66,0.0
20201126:0349,478.41,151.23,3.34,14.04,11.22,1.38,0.0
20201126:0449,650.42,167.65,5.52,24.44,14.42,2.34,0.0
20201126:0549,771.75,177.37,7.19,33.04,16.47,3.59,0.0
20201126:0649,819.44,181.0,8.12,38.92,17.88,4.07,0.0
20201126:0749,786.89,179.91,8.22,41.07,18.74,4.62,0.0
20201126:0849,700.19,164.87,7.59,39.02,19.23,5.03,0.0
20201126:0949,505.5,160.38,6.02,33.21,19.36,5.03,0.0
20201126:1049,320.46,120.28,4.05,24.66,19.17,4.9,0.0
20201126:1149,108.83,69.11,1.67,14.29,18.6,4.62,0.0
20201126:1249,0.0,0.0,0.0,0.0,17.37,3.59,0.0
20201126:1349,0.0,0.0,0.0,0.0,16.04,2.83,0.0
20201126:1449,0.0,0.0,0.0,0.0,15.08,2.48,0.0
20201126:1549,0.0,0.0,0.0,0.0,14.01,2.41,0.0
20201126:1649,0.0,0.0,0.0,0.0,13.03,2.41,0.0
20201126:1749,0.0,0.0,0.0,0.0,12.36,2.48,0.0
20201126:1849,0.0,0.0,0.0,0.0,12.14,3.03,0.0
20201126:1949,0.0,0.0,0.0,0.0,11.78,3.24,0.0
20201126:2049,0.0,0.0,0.0,0.0,11.34,3.24,0.0
20201126:2149,0.0,0.0,0.0,0.0,10.89,3.17,0.0
20201126:2249,0.0,0.0,0.0,0.0,10.47,3.1,0.0
20201126:2349,0.0,0.0,0.0,0.0,10.07,3.1,0.0
20201127:0049,0.0,0.0,0.0,0.0,9.65,3.03,0.0
20201127:0149,0.0,0.0,0.0,0.0,9.28,2.97,0.0
20201127:0249,0.0,5.65,0.07,2.32,9.11,2.97,0.0
20201127:0349,0.0,44.25,0.55,13.86,11.32,2.97,0.0
20201127:0449,7.18,164.97,2.07,24.25,14.93,4.69,0.0
20201127:0549,126.44,301.72,4.37,32.84,16.63,5.59,0.0
20201127:0649,190.77,344.41,5.38,38.72,17.9,6.28,0.0
20201127:0749,355.32,331.52,6.48,40.88,18.61,6.41,0.0
20201127:0849,416.08,275.92,6.44,38.86,19.12,6.34,0.0
20201127:0949,266.14,242.43,4.96,33.09,19.34,6.14,0.0
20201127:1049,86.4,175.29,2.8,24.57,19.11,5.72,0.0
20201127:1149,34.65,76.53,1.2,14.23,18.41,5.1,0.0
20201127:1249,0.0,0.0,0.0,0.0,17.34,3.72,0.0
20201127:1349,0.0,0.0,0.0,0.0,16.3,2.55,0.0
20201127:1449,0.0,0.0,0.0,0.0,15.49,2.14,0.0
20201127:1549,0.0,0.0,0.0,0.0,14.4,1.93,0.0
20201127:1649,0.0,0.0,0.0,0.0,13.46,1.93,0.0
20201127:1749,0.0,0.0,0.0,0.0,13.09,1.79,0.0
20201127:1849,0.0,0.0,0.0,0.0,13.29,1.79,0.0
20201127:1949,0.0,0.0,0.0,0.0,13.34,1.52,0.0
20201127:2049,0.0,0.0,0.0,0.0,13.94,1.17,0.0
20201127:2149,0.0,0.0,0.0,0.0,14.25,0.83,0.0
20201127:2249,0.0,0.0,0.0,0.0,13.98,0.55,0.0
20201127:2349,0.0,0.0,0.0,0.0,13.7,0.76,0.0
20201128:0049,0.0,0.0,0.0,0.0,13.33,1.03,0.0
20201128:0149,0.0,0.0,0.0,0.0,13.22,1.31,0.0
20201128:0249,0.0,5.65,0.07,2.16,12.64,1.45,0.0
20201128:0349,0.0,21.65,0.27,13.69,13.55,1.38,0.0
20201128:0449,182.21,246.69,3.76,24.06,17.14,1.79,0.0
20201128:0549,620.05,225.79,6.55,32.65,18.66,2.21,0.0
20201128:0649,738.74,203.03,7.67,38.52,20.43,2.07,0.0
20201128:0749,733.5,191.58,7.87,40.7,21.43,1.72,0.0
20201128:0849,644.09,178.46,7.23,38.71,22.11,1.38,0.0
20201128:0949,475.1,164.98,5.79,32.98,22.52,1.03,0.0
